INSERT INTO Course (CourseId, Department, Faculty, University) VALUES
(5096, 'English', 'Arts', 'SAIT'),
(5097, 'Math', 'Science', 'University of Calgary'),
(5098, 'Physics', 'Science', 'MacEwan University'),
(5099, 'Fine Arts', 'Arts', 'Bow Valley University'),
(5100, 'Law', 'Law', 'University of Calgary'),
(5101, 'Fine Arts', 'Arts', 'Mount Royal University'),
(5102, 'Math', 'Science', 'NorQuest College'),
(5103, 'Biology', 'Science', 'SAIT'),
(5104, 'Music', 'Arts', 'SAIT'),
(5105, 'Psychology', 'Science', 'MacEwan University'),
(5106, 'Chemistry', 'Science', 'NorQuest College'),
(5107, 'English', 'Arts', 'Mount Royal University'),
(5108, 'Accounting', 'Business', 'SAIT'),
(5109, 'Film', 'Arts', 'MacEwan University'),
(5110, 'Economics', 'Business', 'Mount Royal University'),
(5111, 'Chemistry', 'Science', 'NorQuest College'),
(5112, 'History', 'Arts', 'University of Alberta'),
(5113, 'Economics', 'Business', 'Mount Royal University'),
(5114, 'Finance', 'Business', 'Mount Royal University'),
(5115, 'Psychology', 'Science', 'SAIT'),
(5116, 'Fine Arts', 'Arts', 'University of Calgary'),
(5117, 'Finance', 'Business', 'University of Alberta'),
(5118, 'Law', 'Law', 'NAIT'),
(5119, 'Accounting', 'Business', 'SAIT'),
(5120, 'Law', 'Law', 'NAIT'),
(5121, 'English', 'Arts', 'Athabasca University'),
(5122, 'Film', 'Arts', 'NorQuest College'),
(5123, 'History', 'Arts', 'University of Calgary'),
(5124, 'Biology', 'Science', 'NorQuest College'),
(5125, 'Drama', 'Arts', 'Bow Valley University'),
(5126, 'Chemistry', 'Science', 'NAIT'),
(5127, 'Music', 'Arts', 'University of Alberta'),
(5128, 'Chemistry', 'Science', 'NorQuest College'),
(5129, 'Film', 'Arts', 'MacEwan University'),
(5130, 'History', 'Arts', 'Bow Valley University'),
(5131, 'Finance', 'Business', 'University of Calgary'),
(5132, 'Finance', 'Business', 'NorQuest College'),
(5133, 'Physics', 'Science', 'MacEwan University'),
(5134, 'Finance', 'Business', 'MacEwan University'),
(5135, 'Film', 'Arts', 'Athabasca University'),
(5136, 'Law', 'Law', 'SAIT'),
(5137, 'English', 'Arts', 'SAIT'),
(5138, 'Music', 'Arts', 'Athabasca University'),
(5139, 'Fine Arts', 'Arts', 'University of Alberta'),
(5140, 'Fine Arts', 'Arts', 'Bow Valley University'),
(5141, 'Psychology', 'Science', 'NAIT'),
(5142, 'Math', 'Science', 'NorQuest College'),
(5143, 'English', 'Arts', 'University of Alberta'),
(5144, 'History', 'Arts', 'University of Calgary'),
(5145, 'Chemistry', 'Science', 'NorQuest College'),
(5146, 'Chemistry', 'Science', 'Athabasca University'),
(5147, 'Physics', 'Science', 'University of Alberta'),
(5148, 'Physics', 'Science', 'NorQuest College'),
(5149, 'Psychology', 'Science', 'University of Calgary'),
(5150, 'Music', 'Arts', 'University of Alberta'),
(5151, 'Economics', 'Business', 'NorQuest College'),
(5152, 'History', 'Arts', 'University of Calgary'),
(5153, 'Chemistry', 'Science', 'MacEwan University'),
(5154, 'Accounting', 'Business', 'NAIT'),
(5155, 'Biology', 'Science', 'University of Alberta'),
(5156, 'Computer Science', 'Science', 'Athabasca University'),
(5157, 'Physics', 'Science', 'Bow Valley University'),
(5158, 'Drama', 'Arts', 'SAIT'),
(5159, 'Law', 'Law', 'MacEwan University'),
(5160, 'Math', 'Science', 'University of Calgary'),
(5161, 'Biology', 'Science', 'University of Calgary'),
(5162, 'Music', 'Arts', 'University of Calgary'),
(5163, 'Accounting', 'Business', 'Bow Valley University'),
(5164, 'Math', 'Science', 'SAIT'),
(5165, 'Law', 'Law', 'MacEwan University'),
(5166, 'Drama', 'Arts', 'SAIT'),
(5167, 'Chemistry', 'Science', 'Athabasca University'),
(5168, 'Economics', 'Business', 'NorQuest College'),
(5169, 'History', 'Arts', 'University of Calgary'),
(5170, 'Psychology', 'Science', 'SAIT'),
(5171, 'Economics', 'Business', 'Mount Royal University'),
(5172, 'English', 'Arts', 'SAIT'),
(5173, 'Economics', 'Business', 'SAIT'),
(5174, 'Fine Arts', 'Arts', 'Athabasca University'),
(5175, 'Drama', 'Arts', 'NAIT'),
(5176, 'Fine Arts', 'Arts', 'University of Alberta'),
(5177, 'Finance', 'Business', 'Athabasca University'),
(5178, 'Math', 'Science', 'NorQuest College'),
(5179, 'Chemistry', 'Science', 'University of Calgary'),
(5180, 'Film', 'Arts', 'MacEwan University'),
(5181, 'Computer Science', 'Science', 'NorQuest College'),
(5182, 'Drama', 'Arts', 'NAIT'),
(5183, 'History', 'Arts', 'SAIT'),
(5184, 'Economics', 'Business', 'University of Calgary'),
(5185, 'Chemistry', 'Science', 'Mount Royal University'),
(5186, 'Psychology', 'Science', 'Athabasca University'),
(5187, 'Drama', 'Arts', 'Athabasca University'),
(5188, 'Fine Arts', 'Arts', 'Bow Valley University'),
(5189, 'Drama', 'Arts', 'NAIT'),
(5190, 'Accounting', 'Business', 'Bow Valley University'),
(5191, 'Film', 'Arts', 'University of Calgary'),
(5192, 'Psychology', 'Science', 'MacEwan University'),
(5193, 'Computer Science', 'Science', 'Athabasca University'),
(5194, 'Fine Arts', 'Arts', 'MacEwan University'),
(5195, 'Chemistry', 'Science', 'Athabasca University'),
(5196, 'Drama', 'Arts', 'Mount Royal University'),
(5197, 'Law', 'Law', 'MacEwan University'),
(5198, 'Math', 'Science', 'Athabasca University'),
(5199, 'Physics', 'Science', 'Bow Valley University'),
(5200, 'History', 'Arts', 'NorQuest College'),
(5201, 'Physics', 'Science', 'NorQuest College'),
(5202, 'Law', 'Law', 'NAIT'),
(5203, 'Fine Arts', 'Arts', 'NAIT'),
(5204, 'Finance', 'Business', 'University of Alberta'),
(5205, 'Fine Arts', 'Arts', 'NorQuest College'),
(5206, 'Chemistry', 'Science', 'Mount Royal University'),
(5207, 'Physics', 'Science', 'NAIT'),
(5208, 'Math', 'Science', 'NorQuest College'),
(5209, 'English', 'Arts', 'NAIT'),
(5210, 'Film', 'Arts', 'SAIT'),
(5211, 'English', 'Arts', 'Bow Valley University'),
(5212, 'Math', 'Science', 'SAIT'),
(5213, 'Computer Science', 'Science', 'Athabasca University'),
(5214, 'Film', 'Arts', 'Mount Royal University'),
(5215, 'Finance', 'Business', 'NAIT'),
(5216, 'Chemistry', 'Science', 'Mount Royal University'),
(5217, 'Chemistry', 'Science', 'Mount Royal University'),
(5218, 'Chemistry', 'Science', 'University of Calgary'),
(5219, 'Drama', 'Arts', 'SAIT'),
(5220, 'Film', 'Arts', 'Athabasca University'),
(5221, 'Accounting', 'Business', 'Bow Valley University'),
(5222, 'Psychology', 'Science', 'Bow Valley University'),
(5223, 'Math', 'Science', 'Mount Royal University'),
(5224, 'Psychology', 'Science', 'University of Calgary'),
(5225, 'Drama', 'Arts', 'Athabasca University'),
(5226, 'Drama', 'Arts', 'University of Alberta'),
(5227, 'Chemistry', 'Science', 'NAIT'),
(5228, 'Biology', 'Science', 'Athabasca University'),
(5229, 'English', 'Arts', 'Athabasca University'),
(5230, 'Psychology', 'Science', 'Bow Valley University'),
(5231, 'Fine Arts', 'Arts', 'Bow Valley University'),
(5232, 'Law', 'Law', 'Mount Royal University'),
(5233, 'History', 'Arts', 'University of Alberta'),
(5234, 'Economics', 'Business', 'Mount Royal University'),
(5235, 'Fine Arts', 'Arts', 'Athabasca University'),
(5236, 'Computer Science', 'Science', 'NAIT'),
(5237, 'Chemistry', 'Science', 'Bow Valley University'),
(5238, 'Psychology', 'Science', 'University of Calgary'),
(5239, 'Economics', 'Business', 'NAIT'),
(5240, 'Drama', 'Arts', 'University of Alberta'),
(5241, 'Chemistry', 'Science', 'MacEwan University'),
(5242, 'Biology', 'Science', 'MacEwan University'),
(5243, 'Computer Science', 'Science', 'Bow Valley University'),
(5244, 'English', 'Arts', 'NorQuest College'),
(5245, 'Drama', 'Arts', 'SAIT'),
(5246, 'Drama', 'Arts', 'MacEwan University'),
(5247, 'Law', 'Law', 'NAIT'),
(5248, 'Chemistry', 'Science', 'Mount Royal University'),
(5249, 'English', 'Arts', 'NorQuest College'),
(5250, 'Accounting', 'Business', 'MacEwan University'),
(5251, 'Economics', 'Business', 'NAIT'),
(5252, 'Music', 'Arts', 'NorQuest College'),
(5253, 'Computer Science', 'Science', 'NAIT'),
(5254, 'Physics', 'Science', 'Bow Valley University'),
(5255, 'Finance', 'Business', 'NorQuest College'),
(5256, 'Psychology', 'Science', 'NorQuest College'),
(5257, 'Fine Arts', 'Arts', 'NorQuest College'),
(5258, 'Law', 'Law', 'Bow Valley University'),
(5259, 'Drama', 'Arts', 'NorQuest College'),
(5260, 'Economics', 'Business', 'MacEwan University'),
(5261, 'Economics', 'Business', 'Mount Royal University'),
(5262, 'Fine Arts', 'Arts', 'Athabasca University'),
(5263, 'Economics', 'Business', 'Bow Valley University'),
(5264, 'Math', 'Science', 'SAIT'),
(5265, 'Biology', 'Science', 'University of Calgary'),
(5266, 'Finance', 'Business', 'University of Alberta'),
(5267, 'Physics', 'Science', 'Bow Valley University'),
(5268, 'Drama', 'Arts', 'NAIT'),
(5269, 'Computer Science', 'Science', 'Athabasca University'),
(5270, 'History', 'Arts', 'Mount Royal University'),
(5271, 'Math', 'Science', 'SAIT'),
(5272, 'Accounting', 'Business', 'University of Calgary'),
(5273, 'Chemistry', 'Science', 'Mount Royal University'),
(5274, 'Accounting', 'Business', 'University of Calgary'),
(5275, 'English', 'Arts', 'Bow Valley University'),
(5276, 'Biology', 'Science', 'NAIT'),
(5277, 'Finance', 'Business', 'University of Calgary'),
(5278, 'Computer Science', 'Science', 'University of Calgary'),
(5279, 'History', 'Arts', 'Bow Valley University'),
(5280, 'History', 'Arts', 'University of Alberta'),
(5281, 'Physics', 'Science', 'University of Alberta'),
(5282, 'English', 'Arts', 'Mount Royal University'),
(5283, 'Economics', 'Business', 'University of Alberta'),
(5284, 'Accounting', 'Business', 'University of Alberta'),
(5285, 'Music', 'Arts', 'MacEwan University'),
(5286, 'Fine Arts', 'Arts', 'University of Calgary'),
(5287, 'Computer Science', 'Science', 'NorQuest College'),
(5288, 'Drama', 'Arts', 'SAIT'),
(5289, 'Chemistry', 'Science', 'Mount Royal University'),
(5290, 'History', 'Arts', 'University of Calgary'),
(5291, 'Music', 'Arts', 'MacEwan University'),
(5292, 'Drama', 'Arts', 'University of Alberta'),
(5293, 'Computer Science', 'Science', 'Athabasca University'),
(5294, 'Math', 'Science', 'MacEwan University'),
(5295, 'Psychology', 'Science', 'University of Calgary'),
(5296, 'Music', 'Arts', 'NorQuest College'),
(5297, 'History', 'Arts', 'SAIT'),
(5298, 'Economics', 'Business', 'Bow Valley University'),
(5299, 'Biology', 'Science', 'NorQuest College'),
(5300, 'Physics', 'Science', 'University of Alberta'),
(5301, 'Chemistry', 'Science', 'Mount Royal University'),
(5302, 'Law', 'Law', 'SAIT'),
(5303, 'Drama', 'Arts', 'University of Alberta'),
(5304, 'History', 'Arts', 'Mount Royal University'),
(5305, 'Math', 'Science', 'Bow Valley University'),
(5306, 'Psychology', 'Science', 'MacEwan University'),
(5307, 'Law', 'Law', 'MacEwan University'),
(5308, 'Psychology', 'Science', 'MacEwan University'),
(5309, 'Computer Science', 'Science', 'University of Alberta'),
(5310, 'Music', 'Arts', 'NAIT'),
(5311, 'Economics', 'Business', 'Mount Royal University'),
(5312, 'History', 'Arts', 'NAIT'),
(5313, 'Biology', 'Science', 'Bow Valley University'),
(5314, 'Math', 'Science', 'MacEwan University'),
(5315, 'Accounting', 'Business', 'University of Calgary'),
(5316, 'English', 'Arts', 'University of Calgary'),
(5317, 'Film', 'Arts', 'NAIT'),
(5318, 'Fine Arts', 'Arts', 'Bow Valley University'),
(5319, 'Drama', 'Arts', 'Mount Royal University'),
(5320, 'Accounting', 'Business', 'NorQuest College'),
(5321, 'History', 'Arts', 'University of Calgary'),
(5322, 'Film', 'Arts', 'Mount Royal University'),
(5323, 'Math', 'Science', 'NAIT'),
(5324, 'Film', 'Arts', 'SAIT'),
(5325, 'Computer Science', 'Science', 'Athabasca University'),
(5326, 'Drama', 'Arts', 'NAIT'),
(5327, 'English', 'Arts', 'MacEwan University'),
(5328, 'Biology', 'Science', 'University of Alberta'),
(5329, 'History', 'Arts', 'Mount Royal University'),
(5330, 'Finance', 'Business', 'University of Alberta'),
(5331, 'Biology', 'Science', 'University of Calgary'),
(5332, 'Biology', 'Science', 'MacEwan University'),
(5333, 'Fine Arts', 'Arts', 'University of Alberta'),
(5334, 'Psychology', 'Science', 'MacEwan University'),
(5335, 'Finance', 'Business', 'SAIT'),
(5336, 'Psychology', 'Science', 'MacEwan University'),
(5337, 'Accounting', 'Business', 'Bow Valley University'),
(5338, 'Biology', 'Science', 'Athabasca University'),
(5339, 'Law', 'Law', 'NorQuest College'),
(5340, 'Economics', 'Business', 'University of Calgary'),
(5341, 'Biology', 'Science', 'Mount Royal University'),
(5342, 'Law', 'Law', 'NAIT'),
(5343, 'Film', 'Arts', 'Bow Valley University'),
(5344, 'Physics', 'Science', 'NAIT'),
(5345, 'Fine Arts', 'Arts', 'Bow Valley University'),
(5346, 'Psychology', 'Science', 'MacEwan University'),
(5347, 'Fine Arts', 'Arts', 'NorQuest College'),
(5348, 'Fine Arts', 'Arts', 'SAIT'),
(5349, 'Accounting', 'Business', 'University of Alberta'),
(5350, 'History', 'Arts', 'Mount Royal University'),
(5351, 'Film', 'Arts', 'Bow Valley University'),
(5352, 'Drama', 'Arts', 'NorQuest College'),
(5353, 'English', 'Arts', 'Mount Royal University'),
(5354, 'Music', 'Arts', 'Bow Valley University'),
(5355, 'Math', 'Science', 'Athabasca University'),
(5356, 'Music', 'Arts', 'University of Calgary'),
(5357, 'Film', 'Arts', 'MacEwan University'),
(5358, 'Accounting', 'Business', 'NAIT'),
(5359, 'Fine Arts', 'Arts', 'SAIT'),
(5360, 'Finance', 'Business', 'SAIT'),
(5361, 'Law', 'Law', 'Mount Royal University'),
(5362, 'Physics', 'Science', 'NAIT'),
(5363, 'Accounting', 'Business', 'SAIT'),
(5364, 'Law', 'Law', 'MacEwan University'),
(5365, 'Biology', 'Science', 'University of Alberta'),
(5366, 'Economics', 'Business', 'MacEwan University'),
(5367, 'Economics', 'Business', 'University of Calgary'),
(5368, 'Psychology', 'Science', 'Athabasca University'),
(5369, 'Law', 'Law', 'Mount Royal University'),
(5370, 'Law', 'Law', 'University of Alberta'),
(5371, 'Physics', 'Science', 'University of Alberta'),
(5372, 'Math', 'Science', 'NAIT'),
(5373, 'Drama', 'Arts', 'SAIT'),
(5374, 'Finance', 'Business', 'University of Calgary'),
(5375, 'Economics', 'Business', 'MacEwan University'),
(5376, 'Drama', 'Arts', 'SAIT'),
(5377, 'Accounting', 'Business', 'University of Alberta'),
(5378, 'Drama', 'Arts', 'NAIT'),
(5379, 'Law', 'Law', 'University of Alberta'),
(5380, 'Accounting', 'Business', 'University of Calgary'),
(5381, 'History', 'Arts', 'NAIT'),
(5382, 'Chemistry', 'Science', 'University of Alberta'),
(5383, 'Economics', 'Business', 'Athabasca University'),
(5384, 'Film', 'Arts', 'NAIT'),
(5385, 'Computer Science', 'Science', 'University of Alberta'),
(5386, 'English', 'Arts', 'NAIT'),
(5387, 'Physics', 'Science', 'Bow Valley University'),
(5388, 'Math', 'Science', 'MacEwan University'),
(5389, 'Chemistry', 'Science', 'Athabasca University'),
(5390, 'Math', 'Science', 'Athabasca University'),
(5391, 'Economics', 'Business', 'Bow Valley University'),
(5392, 'Fine Arts', 'Arts', 'Mount Royal University'),
(5393, 'Drama', 'Arts', 'NorQuest College'),
(5394, 'Economics', 'Business', 'SAIT'),
(5395, 'Accounting', 'Business', 'University of Alberta'),
(5396, 'Accounting', 'Business', 'Athabasca University'),
(5397, 'History', 'Arts', 'MacEwan University'),
(5398, 'Psychology', 'Science', 'Mount Royal University'),
(5399, 'Physics', 'Science', 'Bow Valley University'),
(5400, 'History', 'Arts', 'NorQuest College'),
(5401, 'Economics', 'Business', 'NAIT'),
(5402, 'Chemistry', 'Science', 'NAIT'),
(5403, 'Psychology', 'Science', 'Athabasca University'),
(5404, 'Drama', 'Arts', 'University of Calgary'),
(5405, 'Computer Science', 'Science', 'Athabasca University'),
(5406, 'Fine Arts', 'Arts', 'Athabasca University'),
(5407, 'Law', 'Law', 'Mount Royal University'),
(5408, 'Chemistry', 'Science', 'SAIT'),
(5409, 'English', 'Arts', 'NorQuest College'),
(5410, 'Economics', 'Business', 'NorQuest College'),
(5411, 'Biology', 'Science', 'NAIT'),
(5412, 'Finance', 'Business', 'University of Calgary'),
(5413, 'History', 'Arts', 'Bow Valley University'),
(5414, 'Law', 'Law', 'University of Calgary'),
(5415, 'History', 'Arts', 'University of Calgary'),
(5416, 'Law', 'Law', 'MacEwan University'),
(5417, 'Math', 'Science', 'Athabasca University'),
(5418, 'Fine Arts', 'Arts', 'Athabasca University'),
(5419, 'Psychology', 'Science', 'NAIT'),
(5420, 'Math', 'Science', 'NorQuest College'),
(5421, 'History', 'Arts', 'SAIT'),
(5422, 'Music', 'Arts', 'NAIT'),
(5423, 'Psychology', 'Science', 'NAIT'),
(5424, 'Drama', 'Arts', 'Mount Royal University'),
(5425, 'Computer Science', 'Science', 'Mount Royal University'),
(5426, 'Economics', 'Business', 'NAIT'),
(5427, 'Film', 'Arts', 'University of Alberta'),
(5428, 'Physics', 'Science', 'Bow Valley University'),
(5429, 'Economics', 'Business', 'University of Alberta'),
(5430, 'Biology', 'Science', 'NorQuest College'),
(5431, 'Music', 'Arts', 'SAIT'),
(5432, 'English', 'Arts', 'University of Calgary'),
(5433, 'Psychology', 'Science', 'University of Calgary'),
(5434, 'Film', 'Arts', 'NorQuest College'),
(5435, 'English', 'Arts', 'Mount Royal University'),
(5436, 'Law', 'Law', 'University of Alberta'),
(5437, 'Fine Arts', 'Arts', 'University of Alberta'),
(5438, 'Biology', 'Science', 'NorQuest College'),
(5439, 'Music', 'Arts', 'SAIT'),
(5440, 'Film', 'Arts', 'Bow Valley University'),
(5441, 'Drama', 'Arts', 'University of Calgary'),
(5442, 'Law', 'Law', 'Athabasca University'),
(5443, 'English', 'Arts', 'NorQuest College'),
(5444, 'Math', 'Science', 'Bow Valley University'),
(5445, 'Chemistry', 'Science', 'SAIT'),
(5446, 'Finance', 'Business', 'NAIT'),
(5447, 'Drama', 'Arts', 'Mount Royal University'),
(5448, 'Finance', 'Business', 'NorQuest College'),
(5449, 'Drama', 'Arts', 'Athabasca University'),
(5450, 'Math', 'Science', 'Athabasca University'),
(5451, 'Biology', 'Science', 'SAIT'),
(5452, 'Film', 'Arts', 'Athabasca University'),
(5453, 'Accounting', 'Business', 'Bow Valley University'),
(5454, 'History', 'Arts', 'University of Alberta'),
(5455, 'History', 'Arts', 'Athabasca University'),
(5456, 'Chemistry', 'Science', 'SAIT'),
(5457, 'Fine Arts', 'Arts', 'NorQuest College'),
(5458, 'Computer Science', 'Science', 'Bow Valley University'),
(5459, 'English', 'Arts', 'Bow Valley University'),
(5460, 'Law', 'Law', 'Bow Valley University'),
(5461, 'Accounting', 'Business', 'Athabasca University'),
(5462, 'Fine Arts', 'Arts', 'University of Alberta'),
(5463, 'Economics', 'Business', 'MacEwan University'),
(5464, 'English', 'Arts', 'University of Calgary'),
(5465, 'Film', 'Arts', 'Bow Valley University'),
(5466, 'Economics', 'Business', 'University of Alberta'),
(5467, 'Chemistry', 'Science', 'NAIT'),
(5468, 'Accounting', 'Business', 'NAIT'),
(5469, 'Film', 'Arts', 'University of Calgary'),
(5470, 'Law', 'Law', 'Bow Valley University'),
(5471, 'Chemistry', 'Science', 'SAIT'),
(5472, 'English', 'Arts', 'University of Calgary'),
(5473, 'Chemistry', 'Science', 'University of Alberta'),
(5474, 'Film', 'Arts', 'NorQuest College'),
(5475, 'Fine Arts', 'Arts', 'University of Alberta'),
(5476, 'Law', 'Law', 'Athabasca University'),
(5477, 'Math', 'Science', 'University of Alberta'),
(5478, 'Computer Science', 'Science', 'Bow Valley University'),
(5479, 'Physics', 'Science', 'University of Calgary'),
(5480, 'Biology', 'Science', 'NAIT'),
(5481, 'Psychology', 'Science', 'University of Alberta'),
(5482, 'Economics', 'Business', 'University of Alberta'),
(5483, 'Music', 'Arts', 'Mount Royal University'),
(5484, 'Fine Arts', 'Arts', 'University of Alberta'),
(5485, 'Accounting', 'Business', 'Mount Royal University'),
(5486, 'Finance', 'Business', 'University of Calgary'),
(5487, 'Economics', 'Business', 'Bow Valley University'),
(5488, 'Biology', 'Science', 'Athabasca University'),
(5489, 'Chemistry', 'Science', 'MacEwan University'),
(5490, 'Biology', 'Science', 'NAIT'),
(5491, 'History', 'Arts', 'Mount Royal University'),
(5492, 'Fine Arts', 'Arts', 'Bow Valley University'),
(5493, 'Law', 'Law', 'University of Alberta'),
(5494, 'Physics', 'Science', 'Bow Valley University'),
(5495, 'Computer Science', 'Science', 'Mount Royal University'),
(5496, 'Drama', 'Arts', 'NAIT'),
(5497, 'Computer Science', 'Science', 'Athabasca University'),
(5498, 'English', 'Arts', 'Bow Valley University'),
(5499, 'Fine Arts', 'Arts', 'SAIT'),
(5500, 'Drama', 'Arts', 'NAIT'),
(5501, 'Biology', 'Science', 'Mount Royal University'),
(5502, 'Biology', 'Science', 'Bow Valley University'),
(5503, 'Drama', 'Arts', 'Mount Royal University'),
(5504, 'Psychology', 'Science', 'SAIT'),
(5505, 'Psychology', 'Science', 'University of Alberta'),
(5506, 'English', 'Arts', 'University of Calgary'),
(5507, 'Fine Arts', 'Arts', 'NAIT'),
(5508, 'English', 'Arts', 'University of Alberta'),
(5509, 'Psychology', 'Science', 'NAIT'),
(5510, 'Fine Arts', 'Arts', 'NorQuest College'),
(5511, 'Law', 'Law', 'SAIT'),
(5512, 'Computer Science', 'Science', 'MacEwan University'),
(5513, 'Math', 'Science', 'University of Alberta'),
(5514, 'Law', 'Law', 'NAIT'),
(5515, 'English', 'Arts', 'University of Calgary'),
(5516, 'Chemistry', 'Science', 'MacEwan University'),
(5517, 'Drama', 'Arts', 'NorQuest College'),
(5518, 'Biology', 'Science', 'NorQuest College'),
(5519, 'Accounting', 'Business', 'NorQuest College'),
(5520, 'Economics', 'Business', 'NorQuest College'),
(5521, 'Biology', 'Science', 'University of Calgary'),
(5522, 'Economics', 'Business', 'MacEwan University'),
(5523, 'Computer Science', 'Science', 'SAIT'),
(5524, 'Fine Arts', 'Arts', 'SAIT'),
(5525, 'Physics', 'Science', 'SAIT'),
(5526, 'Film', 'Arts', 'Bow Valley University'),
(5527, 'Computer Science', 'Science', 'University of Calgary'),
(5528, 'Film', 'Arts', 'NorQuest College'),
(5529, 'History', 'Arts', 'Mount Royal University'),
(5530, 'Psychology', 'Science', 'Athabasca University'),
(5531, 'Music', 'Arts', 'University of Alberta'),
(5532, 'Film', 'Arts', 'NorQuest College'),
(5533, 'Finance', 'Business', 'Mount Royal University'),
(5534, 'Finance', 'Business', 'University of Alberta'),
(5535, 'Biology', 'Science', 'University of Alberta'),
(5536, 'Computer Science', 'Science', 'Athabasca University'),
(5537, 'History', 'Arts', 'NAIT'),
(5538, 'Chemistry', 'Science', 'SAIT'),
(5539, 'Chemistry', 'Science', 'University of Calgary'),
(5540, 'Finance', 'Business', 'University of Calgary'),
(5541, 'Chemistry', 'Science', 'SAIT'),
(5542, 'Music', 'Arts', 'University of Alberta'),
(5543, 'Psychology', 'Science', 'Athabasca University'),
(5544, 'Drama', 'Arts', 'University of Calgary'),
(5545, 'Physics', 'Science', 'University of Alberta'),
(5546, 'History', 'Arts', 'NAIT'),
(5547, 'Film', 'Arts', 'Athabasca University'),
(5548, 'Law', 'Law', 'Athabasca University'),
(5549, 'Finance', 'Business', 'Athabasca University'),
(5550, 'English', 'Arts', 'NAIT'),
(5551, 'Biology', 'Science', 'SAIT'),
(5552, 'Psychology', 'Science', 'University of Calgary'),
(5553, 'Biology', 'Science', 'MacEwan University'),
(5554, 'Biology', 'Science', 'University of Calgary'),
(5555, 'Fine Arts', 'Arts', 'NorQuest College'),
(5556, 'English', 'Arts', 'University of Calgary'),
(5557, 'Film', 'Arts', 'Mount Royal University'),
(5558, 'History', 'Arts', 'University of Alberta'),
(5559, 'Psychology', 'Science', 'Bow Valley University'),
(5560, 'Fine Arts', 'Arts', 'Bow Valley University'),
(5561, 'Finance', 'Business', 'NAIT'),
(5562, 'Accounting', 'Business', 'Athabasca University'),
(5563, 'Computer Science', 'Science', 'NorQuest College'),
(5564, 'Biology', 'Science', 'University of Alberta'),
(5565, 'Music', 'Arts', 'SAIT'),
(5566, 'Fine Arts', 'Arts', 'NAIT'),
(5567, 'Psychology', 'Science', 'Mount Royal University'),
(5568, 'Accounting', 'Business', 'Mount Royal University'),
(5569, 'Computer Science', 'Science', 'Athabasca University'),
(5570, 'Math', 'Science', 'Bow Valley University'),
(5571, 'English', 'Arts', 'Mount Royal University'),
(5572, 'History', 'Arts', 'NAIT'),
(5573, 'Chemistry', 'Science', 'NorQuest College'),
(5574, 'Fine Arts', 'Arts', 'MacEwan University'),
(5575, 'Economics', 'Business', 'NorQuest College'),
(5576, 'Finance', 'Business', 'Mount Royal University'),
(5577, 'English', 'Arts', 'University of Calgary'),
(5578, 'Music', 'Arts', 'Mount Royal University'),
(5579, 'Music', 'Arts', 'University of Alberta'),
(5580, 'Film', 'Arts', 'Athabasca University'),
(5581, 'Math', 'Science', 'SAIT'),
(5582, 'Math', 'Science', 'MacEwan University'),
(5583, 'English', 'Arts', 'Athabasca University'),
(5584, 'Computer Science', 'Science', 'MacEwan University'),
(5585, 'Law', 'Law', 'NorQuest College'),
(5586, 'Psychology', 'Science', 'Athabasca University'),
(5587, 'Drama', 'Arts', 'Athabasca University'),
(5588, 'Psychology', 'Science', 'Bow Valley University'),
(5589, 'Chemistry', 'Science', 'MacEwan University'),
(5590, 'English', 'Arts', 'NorQuest College'),
(5591, 'Computer Science', 'Science', 'Bow Valley University'),
(5592, 'Accounting', 'Business', 'Bow Valley University'),
(5593, 'Chemistry', 'Science', 'Bow Valley University'),
(5594, 'Psychology', 'Science', 'NAIT'),
(5595, 'Law', 'Law', 'Athabasca University'),
(5596, 'Economics', 'Business', 'Bow Valley University'),
(5597, 'Law', 'Law', 'Mount Royal University'),
(5598, 'Biology', 'Science', 'MacEwan University'),
(5599, 'Drama', 'Arts', 'NorQuest College'),
(5600, 'Physics', 'Science', 'University of Alberta'),
(5601, 'Music', 'Arts', 'Mount Royal University'),
(5602, 'Drama', 'Arts', 'University of Alberta'),
(5603, 'Physics', 'Science', 'NorQuest College'),
(5604, 'Computer Science', 'Science', 'MacEwan University'),
(5605, 'Physics', 'Science', 'University of Calgary'),
(5606, 'Chemistry', 'Science', 'University of Calgary'),
(5607, 'Physics', 'Science', 'Athabasca University'),
(5608, 'Drama', 'Arts', 'SAIT'),
(5609, 'Finance', 'Business', 'NorQuest College'),
(5610, 'Psychology', 'Science', 'Bow Valley University'),
(5611, 'Finance', 'Business', 'MacEwan University'),
(5612, 'Math', 'Science', 'SAIT'),
(5613, 'Biology', 'Science', 'University of Alberta'),
(5614, 'Psychology', 'Science', 'University of Calgary'),
(5615, 'Finance', 'Business', 'NorQuest College'),
(5616, 'Chemistry', 'Science', 'SAIT'),
(5617, 'Music', 'Arts', 'Athabasca University'),
(5618, 'Accounting', 'Business', 'University of Calgary'),
(5619, 'Fine Arts', 'Arts', 'SAIT'),
(5620, 'Finance', 'Business', 'MacEwan University'),
(5621, 'Psychology', 'Science', 'MacEwan University'),
(5622, 'Finance', 'Business', 'MacEwan University'),
(5623, 'Economics', 'Business', 'NorQuest College'),
(5624, 'English', 'Arts', 'Athabasca University'),
(5625, 'Law', 'Law', 'MacEwan University'),
(5626, 'Music', 'Arts', 'MacEwan University'),
