INSERT INTO Student (StudentId, Major, Gender) VALUES
(116322, 'Economics', 'Female'),
(116323, 'Film', 'Female'),
(116324, 'Law', 'Male'),
(116325, 'Economics', 'Female'),
(116326, 'Economics', 'Male'),
(116327, 'Fine Arts', 'Male'),
(116328, 'Psychology', 'Female'),
(116329, 'Finance', 'Male'),
(116330, 'Computer Science', 'Male'),
(116331, 'Economics', 'Male'),
(116332, 'Psychology', 'Male'),
(116333, 'Computer Science', 'Male'),
(116334, 'Biology', 'Female'),
(116335, 'Accounting', 'Female'),
(116336, 'Computer Science', 'Female'),
(116337, 'History', 'Male'),
(116338, 'Biology', 'Female'),
(116339, 'Psychology', 'Male'),
(116340, 'Physics', 'Male'),
(116341, 'Biology', 'Female'),
(116342, 'Film', 'Female'),
(116343, 'Physics', 'Male'),
(116344, 'History', 'Female'),
(116345, 'History', 'Male'),
(116346, 'Accounting', 'Male'),
(116347, 'Music', 'Male'),
(116348, 'Chemistry', 'Male'),
(116349, 'Chemistry', 'Male'),
(116350, 'Law', 'Male'),
(116351, 'Chemistry', 'Female'),
(116352, 'Music', 'Female'),
(116353, 'Biology', 'Male'),
(116354, 'Physics', 'Female'),
(116355, 'Math', 'Female'),
(116356, 'Film', 'Female'),
(116357, 'Economics', 'Female'),
(116358, 'Law', 'Female'),
(116359, 'Finance', 'Female'),
(116360, 'Biology', 'Female'),
(116361, 'English', 'Male'),
(116362, 'Computer Science', 'Female'),
(116363, 'Computer Science', 'Male'),
(116364, 'Physics', 'Male'),
(116365, 'History', 'Male'),
(116366, 'Drama', 'Female'),
(116367, 'Accounting', 'Male'),
(116368, 'Accounting', 'Male'),
(116369, 'History', 'Male'),
(116370, 'Computer Science', 'Male'),
(116371, 'Film', 'Male'),
(116372, 'Law', 'Female'),
(116373, 'Drama', 'Male'),
(116374, 'Finance', 'Female'),
(116375, 'Computer Science', 'Female'),
(116376, 'Law', 'Female'),
(116377, 'Law', 'Male'),
(116378, 'English', 'Female'),
(116379, 'Math', 'Male'),
(116380, 'Music', 'Male'),
(116381, 'Drama', 'Female'),
(116382, 'Drama', 'Female'),
(116383, 'Computer Science', 'Female'),
(116384, 'Law', 'Non-binary'),
(116385, 'Computer Science', 'Female'),
(116386, 'Music', 'Female'),
(116387, 'Psychology', 'Male'),
(116388, 'Law', 'Female'),
(116389, 'Psychology', 'Male'),
(116390, 'Finance', 'Male'),
(116391, 'Computer Science', 'Male'),
(116392, 'Finance', 'Female'),
(116393, 'Fine Arts', 'Female'),
(116394, 'History', 'Male'),
(116395, 'Drama', 'Male'),
(116396, 'Drama', 'Female'),
(116397, 'Computer Science', 'Female'),
(116398, 'Fine Arts', 'Female'),
(116399, 'Physics', 'Female'),
(116400, 'Psychology', 'Female'),
(116401, 'Finance', 'Male'),
(116402, 'Computer Science', 'Male'),
(116403, 'Biology', 'Male'),
(116404, 'Film', 'Female'),
(116405, 'History', 'Male'),
(116406, 'History', 'Male'),
(116407, 'Biology', 'Male'),
(116408, 'Computer Science', 'Female'),
(116409, 'Film', 'Male'),
(116410, 'History', 'Male'),
(116411, 'Law', 'Male'),
(116412, 'Accounting', 'Male'),
(116413, 'History', 'Female'),
(116414, 'Film', 'Female'),
(116415, 'Fine Arts', 'Female'),
(116416, 'Finance', 'Female'),
(116417, 'Music', 'Female'),
(116418, 'Math', 'Male'),
(116419, 'Economics', 'Male'),
(116420, 'History', 'Female'),
(116421, 'Fine Arts', 'Male'),
(116422, 'Film', 'Female'),
(116423, 'Math', 'Male'),
(116424, 'Chemistry', 'Female'),
(116425, 'Economics', 'Male'),
(116426, 'Drama', 'Male'),
(116427, 'Chemistry', 'Female'),
(116428, 'Film', 'Male'),
(116429, 'Psychology', 'Male'),
(116430, 'Physics', 'Female'),
(116431, 'English', 'Female'),
(116432, 'Biology', 'Female'),
(116433, 'Finance', 'Male'),
(116434, 'Computer Science', 'Non-binary'),
(116435, 'Psychology', 'Male'),
(116436, 'Economics', 'Female'),
(116437, 'History', 'Female'),
(116438, 'Music', 'Male'),
(116439, 'Math', 'Female'),
(116440, 'History', 'Male'),
(116441, 'Fine Arts', 'Female'),
(116442, 'Physics', 'Female'),
(116443, 'Psychology', 'Male'),
(116444, 'Drama', 'Male'),
(116445, 'Computer Science', 'Male'),
(116446, 'Biology', 'Male'),
(116447, 'Drama', 'Female'),
(116448, 'Biology', 'Female'),
(116449, 'Physics', 'Male'),
(116450, 'Psychology', 'Female'),
(116451, 'Fine Arts', 'Male'),
(116452, 'Film', 'Male'),
(116453, 'Finance', 'Male'),
(116454, 'Computer Science', 'Male'),
(116455, 'Fine Arts', 'Male'),
(116456, 'Film', 'Female'),
(116457, 'Economics', 'Male'),
(116458, 'Drama', 'Female'),
(116459, 'Fine Arts', 'Female'),
(116460, 'History', 'Female'),
(116461, 'Fine Arts', 'Female'),
(116462, 'Biology', 'Female'),
(116463, 'Economics', 'Female'),
(116464, 'Math', 'Female'),
(116465, 'English', 'Male'),
(116466, 'Chemistry', 'Male'),
(116467, 'English', 'Female'),
(116468, 'Computer Science', 'Female'),
(116469, 'Physics', 'Male'),
(116470, 'Physics', 'Female'),
(116471, 'Physics', 'Male'),
(116472, 'Drama', 'Male'),
(116473, 'Chemistry', 'Male'),
(116474, 'Film', 'Non-binary'),
(116475, 'Music', 'Male'),
(116476, 'English', 'Female'),
(116477, 'Music', 'Male'),
(116478, 'Math', 'Female'),
(116479, 'Biology', 'Female'),
(116480, 'Chemistry', 'Female'),
(116481, 'Music', 'Female'),
(116482, 'Law', 'Female'),
(116483, 'Accounting', 'Female'),
(116484, 'Computer Science', 'Female'),
(116485, 'Chemistry', 'Female'),
(116486, 'Law', 'Male'),
(116487, 'Law', 'Male'),
(116488, 'Economics', 'Male'),
(116489, 'English', 'Male'),
(116490, 'Film', 'Male'),
(116491, 'Finance', 'Female'),
(116492, 'Economics', 'Male'),
(116493, 'Accounting', 'Male'),
(116494, 'Biology', 'Male'),
(116495, 'History', 'Female'),
(116496, 'Psychology', 'Male'),
(116497, 'Physics', 'Male'),
(116498, 'Chemistry', 'Female'),
(116499, 'Physics', 'Male'),
(116500, 'Psychology', 'Male'),
(116501, 'Drama', 'Female'),
(116502, 'Finance', 'Female'),
(116503, 'Psychology', 'Female'),
(116504, 'Physics', 'Female'),
(116505, 'Fine Arts', 'Male'),
(116506, 'Finance', 'Female'),
(116507, 'Computer Science', 'Female'),
(116508, 'Psychology', 'Female'),
(116509, 'Biology', 'Female'),
(116510, 'Chemistry', 'Male'),
(116511, 'Economics', 'Female'),
(116512, 'Accounting', 'Female'),
(116513, 'Computer Science', 'Male'),
(116514, 'Film', 'Female'),
(116515, 'English', 'Male'),
(116516, 'Accounting', 'Male'),
(116517, 'Accounting', 'Female'),
(116518, 'Chemistry', 'Female'),
(116519, 'Computer Science', 'Female'),
(116520, 'Biology', 'Female'),
(116521, 'Drama', 'Male'),
(116522, 'Film', 'Male'),
(116523, 'Finance', 'Male'),
(116524, 'Math', 'Male'),
(116525, 'Finance', 'Male'),
(116526, 'Economics', 'Female'),
(116527, 'Music', 'Male'),
(116528, 'Law', 'Female'),
(116529, 'Film', 'Female'),
(116530, 'Music', 'Female'),
(116531, 'Fine Arts', 'Male'),
(116532, 'History', 'Male'),
(116533, 'Law', 'Female'),
(116534, 'Music', 'Male'),
(116535, 'Drama', 'Male'),
(116536, 'Accounting', 'Female'),
(116537, 'Finance', 'Female'),
(116538, 'Biology', 'Female'),
(116539, 'English', 'Female'),
(116540, 'Chemistry', 'Female'),
(116541, 'Computer Science', 'Male'),
(116542, 'Accounting', 'Female'),
(116543, 'Film', 'Male'),
(116544, 'Economics', 'Male'),
(116545, 'Computer Science', 'Male'),
(116546, 'Film', 'Non-binary'),
(116547, 'Chemistry', 'Male'),
(116548, 'Music', 'Male'),
(116549, 'Accounting', 'Male'),
(116550, 'Law', 'Female'),
(116551, 'Finance', 'Female'),
(116552, 'Film', 'Female'),
(116553, 'Computer Science', 'Male'),
(116554, 'Law', 'Male'),
(116555, 'Law', 'Female'),
(116556, 'Fine Arts', 'Female'),
(116557, 'English', 'Female'),
(116558, 'Film', 'Female'),
(116559, 'Math', 'Male'),
(116560, 'Economics', 'Female'),
(116561, 'Film', 'Male'),
(116562, 'Physics', 'Female'),
(116563, 'Economics', 'Female'),
(116564, 'Math', 'Female'),
(116565, 'Computer Science', 'Female'),
(116566, 'Physics', 'Female'),
(116567, 'Physics', 'Female'),
(116568, 'Biology', 'Female'),
(116569, 'Film', 'Female'),
(116570, 'English', 'Male'),
(116571, 'Psychology', 'Male'),
(116572, 'Music', 'Female'),
(116573, 'Chemistry', 'Male'),
(116574, 'Math', 'Male'),
(116575, 'Fine Arts', 'Female'),
(116576, 'Drama', 'Male'),
(116577, 'Biology', 'Female'),
(116578, 'Psychology', 'Female'),
(116579, 'Law', 'Male'),
(116580, 'Economics', 'Female'),
(116581, 'Chemistry', 'Female'),
(116582, 'Physics', 'Male'),
(116583, 'Biology', 'Male'),
(116584, 'Biology', 'Female'),
(116585, 'Accounting', 'Male'),
(116586, 'Finance', 'Female'),
(116587, 'Psychology', 'Female'),
(116588, 'Computer Science', 'Female'),
(116589, 'Economics', 'Male'),
(116590, 'Music', 'Female'),
(116591, 'Physics', 'Female'),
(116592, 'English', 'Male'),
(116593, 'Math', 'Female'),
(116594, 'Drama', 'Female'),
(116595, 'English', 'Male'),
(116596, 'Law', 'Male'),
(116597, 'Computer Science', 'Female'),
(116598, 'Psychology', 'Female'),
(116599, 'Finance', 'Female'),
(116600, 'Music', 'Male'),
(116601, 'Computer Science', 'Male'),
(116602, 'Fine Arts', 'Male'),
(116603, 'Film', 'Male'),
(116604, 'Economics', 'Female'),
(116605, 'Film', 'Male'),
(116606, 'English', 'Female'),
(116607, 'Physics', 'Female'),
(116608, 'English', 'Female'),
(116609, 'Economics', 'Female'),
(116610, 'Computer Science', 'Female'),
(116611, 'Physics', 'Female'),
(116612, 'Fine Arts', 'Female'),
(116613, 'Music', 'Female'),
(116614, 'Physics', 'Male'),
(116615, 'Physics', 'Female'),
(116616, 'English', 'Female'),
(116617, 'Psychology', 'Female'),
(116618, 'Music', 'Female'),
(116619, 'Drama', 'Female'),
(116620, 'Physics', 'Female'),
(116621, 'Drama', 'Male'),
(116622, 'Physics', 'Male'),
(116623, 'English', 'Female'),
(116624, 'Math', 'Male'),
(116625, 'Drama', 'Female'),
(116626, 'Biology', 'Non-binary'),
(116627, 'Drama', 'Female'),
(116628, 'Drama', 'Male'),
(116629, 'Biology', 'Male'),
(116630, 'Accounting', 'Female'),
(116631, 'Drama', 'Female'),
(116632, 'Law', 'Male'),
(116633, 'Law', 'Female'),
(116634, 'Biology', 'Female'),
(116635, 'Computer Science', 'Female'),
(116636, 'Economics', 'Male'),
(116637, 'Physics', 'Female'),
(116638, 'English', 'Male'),
(116639, 'Psychology', 'Male'),
(116640, 'Accounting', 'Male'),
(116641, 'Economics', 'Female'),
(116642, 'Chemistry', 'Male'),
(116643, 'English', 'Female'),
(116644, 'Economics', 'Male'),
(116645, 'Law', 'Male'),
(116646, 'Economics', 'Female'),
(116647, 'Drama', 'Male'),
(116648, 'Chemistry', 'Female'),
(116649, 'Law', 'Male'),
(116650, 'Finance', 'Female'),
(116651, 'History', 'Male'),
(116652, 'Chemistry', 'Female'),
(116653, 'Psychology', 'Female'),
(116654, 'Physics', 'Female'),
(116655, 'Accounting', 'Female'),
(116656, 'Economics', 'Female'),
(116657, 'Fine Arts', 'Male'),
(116658, 'Biology', 'Male'),
(116659, 'Drama', 'Female'),
(116660, 'Psychology', 'Male'),
(116661, 'Computer Science', 'Male'),
(116662, 'Music', 'Female'),
(116663, 'Economics', 'Male'),
(116664, 'Computer Science', 'Female'),
(116665, 'Chemistry', 'Female'),
(116666, 'English', 'Female'),
(116667, 'Computer Science', 'Female'),
(116668, 'Music', 'Female'),
(116669, 'Finance', 'Male'),
(116670, 'Music', 'Male'),
(116671, 'Chemistry', 'Male'),
(116672, 'Computer Science', 'Male'),
(116673, 'Math', 'Male'),
(116674, 'Accounting', 'Female'),
(116675, 'English', 'Male'),
(116676, 'History', 'Female'),
(116677, 'Finance', 'Male'),
(116678, 'Economics', 'Non-binary'),
(116679, 'Law', 'Male'),
(116680, 'Chemistry', 'Male'),
(116681, 'Finance', 'Male'),
(116682, 'Physics', 'Male'),
(116683, 'Chemistry', 'Female'),
(116684, 'Finance', 'Male'),
(116685, 'Film', 'Female'),
(116686, 'Accounting', 'Male'),
(116687, 'Music', 'Male'),
(116688, 'Psychology', 'Female'),
(116689, 'Chemistry', 'Female'),
(116690, 'Psychology', 'Male'),
(116691, 'Computer Science', 'Female'),
(116692, 'Physics', 'Female'),
(116693, 'Computer Science', 'Male'),
(116694, 'Math', 'Female'),
(116695, 'Math', 'Male'),
(116696, 'Drama', 'Non-binary'),
(116697, 'History', 'Female'),
(116698, 'Law', 'Female'),
(116699, 'Drama', 'Female'),
(116700, 'Psychology', 'Female'),
(116701, 'English', 'Female'),
(116702, 'Psychology', 'Male'),
(116703, 'Physics', 'Female'),
(116704, 'History', 'Female'),
(116705, 'Film', 'Male'),
(116706, 'Biology', 'Female'),
(116707, 'Physics', 'Male'),
(116708, 'Law', 'Male'),
(116709, 'Law', 'Female'),
(116710, 'Finance', 'Female'),
(116711, 'Law', 'Female'),
(116712, 'Computer Science', 'Male'),
(116713, 'Accounting', 'Female'),
(116714, 'Music', 'Female'),
(116715, 'Psychology', 'Male'),
(116716, 'Biology', 'Female'),
(116717, 'Drama', 'Male'),
(116718, 'Film', 'Female'),
(116719, 'Drama', 'Male'),
(116720, 'Computer Science', 'Female'),
(116721, 'Psychology', 'Female'),
(116722, 'Finance', 'Male'),
(116723, 'Psychology', 'Male'),
(116724, 'Fine Arts', 'Male'),
(116725, 'Psychology', 'Female'),
(116726, 'English', 'Male'),
(116727, 'Biology', 'Female'),
(116728, 'Economics', 'Female'),
(116729, 'Computer Science', 'Male'),
(116730, 'Economics', 'Female'),
(116731, 'Music', 'Male'),
(116732, 'History', 'Female'),
(116733, 'Physics', 'Female'),
(116734, 'English', 'Male'),
(116735, 'Physics', 'Male'),
(116736, 'Physics', 'Male'),
(116737, 'Physics', 'Male'),
(116738, 'Chemistry', 'Male'),
(116739, 'English', 'Male'),
(116740, 'Computer Science', 'Female'),
(116741, 'Psychology', 'Male'),
(116742, 'Drama', 'Male'),
(116743, 'Finance', 'Female'),
(116744, 'Chemistry', 'Male'),
(116745, 'Math', 'Male'),
(116746, 'Music', 'Female'),
(116747, 'Math', 'Male'),
(116748, 'Fine Arts', 'Male'),
(116749, 'Math', 'Male'),
(116750, 'Fine Arts', 'Female'),
(116751, 'History', 'Female'),
(116752, 'History', 'Male'),
(116753, 'Law', 'Female'),
(116754, 'Drama', 'Male'),
(116755, 'Economics', 'Female'),
(116756, 'Chemistry', 'Female'),
(116757, 'Drama', 'Male'),
(116758, 'Economics', 'Male'),
(116759, 'Chemistry', 'Male'),
(116760, 'History', 'Female'),
(116761, 'Film', 'Male'),
(116762, 'Physics', 'Female'),
(116763, 'Drama', 'Male'),
(116764, 'Accounting', 'Male'),
(116765, 'Math', 'Male'),
(116766, 'Psychology', 'Male'),
(116767, 'Film', 'Non-binary'),
(116768, 'Chemistry', 'Female'),
(116769, 'Computer Science', 'Female'),
(116770, 'Finance', 'Female'),
(116771, 'Chemistry', 'Female'),
(116772, 'English', 'Female'),
(116773, 'Fine Arts', 'Male'),
(116774, 'Computer Science', 'Female'),
(116775, 'Psychology', 'Female'),
(116776, 'English', 'Female'),
(116777, 'Finance', 'Male'),
(116778, 'Accounting', 'Female'),
(116779, 'Computer Science', 'Female'),
(116780, 'Finance', 'Male'),
(116781, 'Computer Science', 'Male'),
(116782, 'Drama', 'Male'),
(116783, 'Fine Arts', 'Female'),
(116784, 'Psychology', 'Female'),
(116785, 'Chemistry', 'Female'),
(116786, 'Chemistry', 'Non-binary'),
(116787, 'Chemistry', 'Female'),
(116788, 'Law', 'Female'),
(116789, 'Computer Science', 'Male'),
(116790, 'Physics', 'Female'),
(116791, 'Psychology', 'Female'),
(116792, 'Biology', 'Female'),
(116793, 'Biology', 'Male'),
(116794, 'Biology', 'Male'),
(116795, 'Film', 'Male'),
(116796, 'Fine Arts', 'Male'),
(116797, 'Law', 'Male'),
(116798, 'Accounting', 'Female'),
(116799, 'Math', 'Male'),
(116800, 'Music', 'Male'),
(116801, 'Physics', 'Female'),
(116802, 'Drama', 'Female'),
(116803, 'Math', 'Female'),
(116804, 'Chemistry', 'Male'),
(116805, 'Biology', 'Female'),
(116806, 'History', 'Female'),
(116807, 'Physics', 'Female'),
(116808, 'Economics', 'Male'),
(116809, 'Physics', 'Male'),
(116810, 'Computer Science', 'Female'),
(116811, 'Chemistry', 'Male'),
(116812, 'Physics', 'Female'),
(116813, 'Law', 'Male'),
(116814, 'Fine Arts', 'Male'),
(116815, 'Physics', 'Female'),
(116816, 'History', 'Male'),
(116817, 'Finance', 'Male'),
(116818, 'Physics', 'Female'),
(116819, 'Music', 'Male'),
(116820, 'Math', 'Female'),
(116821, 'Film', 'Male'),
(116822, 'English', 'Male'),
(116823, 'Physics', 'Male'),
(116824, 'Music', 'Female'),
(116825, 'English', 'Female'),
(116826, 'Law', 'Male'),
(116827, 'Accounting', 'Male'),
(116828, 'Accounting', 'Male'),
(116829, 'Music', 'Male'),
(116830, 'Finance', 'Male'),
(116831, 'Finance', 'Male'),
(116832, 'Psychology', 'Male'),
(116833, 'Biology', 'Female'),
(116834, 'Computer Science', 'Male'),
(116835, 'Economics', 'Male'),
(116836, 'Finance', 'Male'),
(116837, 'Psychology', 'Female'),
(116838, 'Physics', 'Male'),
(116839, 'Accounting', 'Male'),
(116840, 'Film', 'Male'),
(116841, 'Music', 'Female'),
(116842, 'Psychology', 'Female'),
(116843, 'Film', 'Female'),
(116844, 'Law', 'Male'),
(116845, 'Biology', 'Male'),
(116846, 'Biology', 'Female'),
(116847, 'English', 'Male'),
(116848, 'Fine Arts', 'Male'),
(116849, 'English', 'Female'),
(116850, 'Film', 'Female'),
(116851, 'Economics', 'Male'),
(116852, 'Chemistry', 'Male'),
(116853, 'Film', 'Female'),
(116854, 'Chemistry', 'Male'),
(116855, 'Drama', 'Male'),
(116856, 'Physics', 'Female'),
(116857, 'Math', 'Female'),
(116858, 'Math', 'Female'),
(116859, 'Finance', 'Male'),
(116860, 'Drama', 'Female'),
(116861, 'Finance', 'Female'),
(116862, 'Physics', 'Male'),
(116863, 'Economics', 'Female'),
(116864, 'English', 'Female'),
(116865, 'Economics', 'Female'),
(116866, 'Chemistry', 'Male'),
(116867, 'Biology', 'Male'),
(116868, 'History', 'Female'),
(116869, 'Economics', 'Female'),
(116870, 'Chemistry', 'Female'),
(116871, 'Psychology', 'Male'),
(116872, 'Drama', 'Female'),
(116873, 'Economics', 'Male'),
(116874, 'Biology', 'Female'),
(116875, 'English', 'Male'),
(116876, 'Computer Science', 'Female'),
(116877, 'Finance', 'Male'),
(116878, 'Drama', 'Female'),
(116879, 'Film', 'Male'),
(116880, 'Music', 'Female'),
(116881, 'Psychology', 'Male'),
(116882, 'Finance', 'Female'),
(116883, 'Law', 'Male'),
(116884, 'Math', 'Female'),
(116885, 'Biology', 'Female'),
(116886, 'Physics', 'Female'),
(116887, 'Biology', 'Male'),
(116888, 'Drama', 'Male'),
(116889, 'Biology', 'Male'),
(116890, 'Economics', 'Male'),
(116891, 'Economics', 'Male'),
(116892, 'Physics', 'Female'),
(116893, 'Finance', 'Male'),
(116894, 'Film', 'Female'),
(116895, 'Accounting', 'Male'),
(116896, 'Finance', 'Male'),
(116897, 'Drama', 'Female'),
(116898, 'Economics', 'Male'),
(116899, 'Psychology', 'Female'),
(116900, 'English', 'Male'),
(116901, 'Law', 'Male'),
(116902, 'Finance', 'Male'),
(116903, 'English', 'Male'),
(116904, 'Music', 'Male'),
(116905, 'Psychology', 'Male'),
(116906, 'Finance', 'Female'),
(116907, 'Fine Arts', 'Male'),
(116908, 'Chemistry', 'Female'),
(116909, 'Chemistry', 'Male'),
(116910, 'History', 'Male'),
(116911, 'Economics', 'Female'),
(116912, 'Math', 'Female'),
(116913, 'Fine Arts', 'Male'),
(116914, 'Biology', 'Female'),
(116915, 'Math', 'Male'),
(116916, 'Drama', 'Male'),
(116917, 'History', 'Male'),
(116918, 'Accounting', 'Female'),
(116919, 'Finance', 'Male'),
(116920, 'Law', 'Female'),
(116921, 'Math', 'Male'),
(116922, 'Physics', 'Male'),
(116923, 'Music', 'Female'),
(116924, 'English', 'Female'),
(116925, 'Math', 'Male'),
(116926, 'Music', 'Male'),
(116927, 'Fine Arts', 'Male'),
(116928, 'Music', 'Female'),
(116929, 'Biology', 'Male'),
(116930, 'Math', 'Female'),
(116931, 'Music', 'Female'),
(116932, 'Computer Science', 'Female'),
(116933, 'Biology', 'Female'),
(116934, 'Physics', 'Female'),
(116935, 'Fine Arts', 'Male'),
(116936, 'Chemistry', 'Female'),
(116937, 'Film', 'Female'),
(116938, 'Accounting', 'Male'),
(116939, 'Economics', 'Female'),
(116940, 'Law', 'Male'),
(116941, 'Computer Science', 'Female'),
(116942, 'Fine Arts', 'Female'),
(116943, 'Biology', 'Female'),
(116944, 'Computer Science', 'Male'),
(116945, 'History', 'Female'),
(116946, 'Biology', 'Female'),
(116947, 'Finance', 'Male'),
(116948, 'Physics', 'Female'),
(116949, 'Economics', 'Male'),
(116950, 'Fine Arts', 'Male'),
(116951, 'Psychology', 'Female'),
(116952, 'Economics', 'Female'),
(116953, 'Math', 'Male'),
(116954, 'Film', 'Male'),
(116955, 'Music', 'Male'),
(116956, 'Math', 'Female'),
(116957, 'Drama', 'Female'),
(116958, 'English', 'Male'),
(116959, 'Economics', 'Male'),
(116960, 'Computer Science', 'Female'),
(116961, 'Law', 'Female'),
(116962, 'Film', 'Female'),
(116963, 'English', 'Female'),
(116964, 'Computer Science', 'Female'),
(116965, 'Psychology', 'Female'),
(116966, 'Psychology', 'Male'),
(116967, 'Fine Arts', 'Male'),
(116968, 'English', 'Male'),
(116969, 'Math', 'Male'),
(116970, 'Film', 'Male'),
(116971, 'Accounting', 'Female'),
(116972, 'Biology', 'Female'),
(116973, 'Computer Science', 'Female'),
(116974, 'Chemistry', 'Male'),
(116975, 'Computer Science', 'Female'),
(116976, 'Biology', 'Female'),
(116977, 'Fine Arts', 'Male'),
(116978, 'Chemistry', 'Male'),
(116979, 'Computer Science', 'Male'),
(116980, 'Law', 'Male'),
(116981, 'Physics', 'Female'),
(116982, 'English', 'Female'),
(116983, 'Chemistry', 'Female'),
(116984, 'History', 'Female'),
(116985, 'Drama', 'Female'),
(116986, 'Physics', 'Female'),
(116987, 'Music', 'Male'),
(116988, 'Music', 'Female'),
(116989, 'Fine Arts', 'Female'),
(116990, 'Chemistry', 'Female'),
(116991, 'Fine Arts', 'Male'),
(116992, 'Accounting', 'Female'),
(116993, 'Physics', 'Female'),
(116994, 'Fine Arts', 'Female'),
(116995, 'Math', 'Male'),
(116996, 'Math', 'Male'),
(116997, 'Economics', 'Female'),
(116998, 'Accounting', 'Female'),
(116999, 'Physics', 'Male');

INSERT INTO Student (StudentId, Major, Gender) VALUES
(117000, 'Accounting', 'Female'),
(117001, 'Law', 'Female'),
(117002, 'Psychology', 'Female'),
(117003, 'Film', 'Female'),
(117004, 'Drama', 'Female'),
(117005, 'Finance', 'Female'),
(117006, 'Biology', 'Male'),
(117007, 'Computer Science', 'Female'),
(117008, 'Physics', 'Female'),
(117009, 'Music', 'Male'),
(117010, 'Computer Science', 'Male'),
(117011, 'Fine Arts', 'Female'),
(117012, 'Economics', 'Female'),
(117013, 'Accounting', 'Male'),
(117014, 'Biology', 'Male'),
(117015, 'Drama', 'Female'),
(117016, 'Music', 'Female'),
(117017, 'Film', 'Female'),
(117018, 'Law', 'Male'),
(117019, 'Biology', 'Male'),
(117020, 'Drama', 'Female'),
(117021, 'Music', 'Male'),
(117022, 'Music', 'Male'),
(117023, 'Economics', 'Male'),
(117024, 'Accounting', 'Male'),
(117025, 'History', 'Female'),
(117026, 'History', 'Non-binary'),
(117027, 'English', 'Male'),
(117028, 'Psychology', 'Non-binary'),
(117029, 'Fine Arts', 'Male'),
(117030, 'Economics', 'Female'),
(117031, 'Accounting', 'Female'),
(117032, 'Finance', 'Female'),
(117033, 'Chemistry', 'Female'),
(117034, 'Film', 'Female'),
(117035, 'History', 'Male'),
(117036, 'Physics', 'Female'),
(117037, 'Computer Science', 'Male'),
(117038, 'History', 'Male'),
(117039, 'English', 'Non-binary'),
(117040, 'Computer Science', 'Male'),
(117041, 'Accounting', 'Female'),
(117042, 'Physics', 'Male'),
(117043, 'Drama', 'Male'),
(117044, 'Chemistry', 'Female'),
(117045, 'Accounting', 'Female'),
(117046, 'Physics', 'Female'),
(117047, 'Computer Science', 'Female'),
(117048, 'Biology', 'Male'),
(117049, 'Drama', 'Female'),
(117050, 'Finance', 'Male'),
(117051, 'Drama', 'Male'),
(117052, 'English', 'Female'),
(117053, 'Finance', 'Non-binary'),
(117054, 'Fine Arts', 'Female'),
(117055, 'Chemistry', 'Male'),
(117056, 'Physics', 'Female'),
(117057, 'Music', 'Female'),
(117058, 'History', 'Male'),
(117059, 'English', 'Female'),
(117060, 'Film', 'Female'),
(117061, 'Drama', 'Female'),
(117062, 'Math', 'Male'),
(117063, 'Film', 'Female'),
(117064, 'Economics', 'Male'),
(117065, 'Math', 'Male'),
(117066, 'Music', 'Female'),
(117067, 'Computer Science', 'Male'),
(117068, 'Computer Science', 'Female'),
(117069, 'Computer Science', 'Male'),
(117070, 'Accounting', 'Female'),
(117071, 'Psychology', 'Female'),
(117072, 'Biology', 'Male'),
(117073, 'Economics', 'Male'),
(117074, 'Drama', 'Female'),
(117075, 'Physics', 'Female'),
(117076, 'Math', 'Female'),
(117077, 'Physics', 'Non-binary'),
(117078, 'Fine Arts', 'Female'),
(117079, 'Fine Arts', 'Female'),
(117080, 'Fine Arts', 'Male'),
(117081, 'English', 'Male'),
(117082, 'Accounting', 'Male'),
(117083, 'Computer Science', 'Male'),
(117084, 'Finance', 'Female'),
(117085, 'Physics', 'Male'),
(117086, 'Computer Science', 'Male'),
(117087, 'Biology', 'Male'),
(117088, 'Law', 'Female'),
(117089, 'Fine Arts', 'Female'),
(117090, 'Physics', 'Male'),
(117091, 'Finance', 'Female'),
(117092, 'History', 'Female'),
(117093, 'Physics', 'Female'),
(117094, 'Chemistry', 'Male'),
(117095, 'Music', 'Male'),
(117096, 'English', 'Male'),
(117097, 'Psychology', 'Female'),
(117098, 'Math', 'Female'),
(117099, 'Accounting', 'Female'),
(117100, 'Computer Science', 'Male'),
(117101, 'Accounting', 'Male'),
(117102, 'Computer Science', 'Female'),
(117103, 'History', 'Female'),
(117104, 'Economics', 'Non-binary'),
(117105, 'Fine Arts', 'Male'),
(117106, 'English', 'Male'),
(117107, 'Fine Arts', 'Female'),
(117108, 'Drama', 'Female'),
(117109, 'Law', 'Male'),
(117110, 'Economics', 'Male'),
(117111, 'English', 'Female'),
(117112, 'Drama', 'Female'),
(117113, 'Psychology', 'Male'),
(117114, 'Biology', 'Female'),
(117115, 'English', 'Female'),
(117116, 'Law', 'Female'),
(117117, 'History', 'Female'),
(117118, 'Music', 'Male'),
(117119, 'English', 'Male'),
(117120, 'Film', 'Female'),
(117121, 'Economics', 'Female'),
(117122, 'Physics', 'Male'),
(117123, 'Physics', 'Male'),
(117124, 'Economics', 'Female'),
(117125, 'Economics', 'Male'),
(117126, 'Math', 'Female'),
(117127, 'Music', 'Female'),
(117128, 'Psychology', 'Male'),
(117129, 'Accounting', 'Male'),
(117130, 'Economics', 'Female'),
(117131, 'Music', 'Female'),
(117132, 'Accounting', 'Female'),
